id,description,sourceTypes,generatedPlateCount,storyLinkCount,metadataUseCount,presentationGroup,purposeTags,seasonTags,climateTags,formality,eraTags,settingTags,activityTags,silhouetteTags,footwearTags,componentTags,colorPalette,materials,patterns,detailTags,coverageTags,qualityFlags
existing_outfit_083,"light blue long-sleeved shirt, dark blue denim overalls, white socks, red sneakers",generated_plate,1,1,0,female,casual|work,all_season,mild,casual,modern,city,repairing,coveralls,sneakers,shirt|pants|overalls|sneakers,white|blue|red,cotton|denim,,,closed_toe,
existing_outfit_084,"a royal blue velvet tunic with gold embroidery, white breeches, and polished black leather boots. He wears a simple gold crown.",generated_plate,1,1,0,unisex,casual|historical,demi,mild,casual,medieval|modern,castle|city,,separates,boots,tunic|boots,black|white|blue|yellow|brown,leather_like,embroidered,,closed_toe,
existing_outfit_085,"a long, flowing grey librarian's robe with wide sleeves, dark trousers, and worn leather slippers. He wears round spectacles.",generated_plate,1,1,0,unisex,casual|historical,indoor,mild,costume,medieval|modern,castle|city|home|library,investigating,robe,slippers,pants|robe|slippers,gray|brown,leather_like,,,,
existing_outfit_086,"a worn brown tunic over a cream-colored shirt, dark trousers, and simple leather boots. He carries a wooden lute slung over his shoulder.",generated_plate,1,1,0,unisex,casual|historical,demi,mild,casual,medieval|modern,castle|city,,separates,boots,shirt|tunic|pants|boots,white|brown,cotton|leather_like,,,closed_toe,
existing_outfit_087,"a knee-length, comfortable light blue dress with short puff sleeves, a simple white collar, and white Mary Jane shoes. Her braided hair with pink and blue streaks is tied with a ribbon",generated_plate,1,1,0,female,casual,all_season,mild,casual,modern,city,,dress,formal_shoes,dress,white|blue|pink,,,,closed_toe,
existing_outfit_088,"Polished silver armor with the crest of the Kingdom of Harmony on their chests, holding long spears.",generated_plate,1,1,0,male,casual|historical,all_season,mild,protective,medieval|modern,castle|city,,armor_inspired,unspecified_footwear,armor,gray,metallic_fabric,,,,
existing_outfit_089,"Royal purple gown with silver embroidery, a subtle silver crown, elegant silver necklace.",generated_plate,1,1,0,unisex,casual,all_season,mild,casual,modern,city,,dress,unspecified_footwear,dress,gray|purple,metallic_fabric,embroidered,,,
existing_outfit_090,"age-appropriate child swimwear suitable for swimming, bare feet, no jacket or coat",metadata,0,0,6,female,casual|swim|travel,demi|summer,coastal|mild,casual,modern,beach|city|coast,swimming,swimwear,unspecified_footwear,jacket|swimwear,,,,,,metadata_only_no_generated_plate
existing_outfit_091,age-appropriate everyday clothes suitable for the current scene,metadata,0,0,2,female,casual,all_season,mild,casual,modern,city,,separates,unspecified_footwear,,,,,,,metadata_only_no_generated_plate|placeholder_description
existing_outfit_092,natural appearance with a small crystal star amulet tied to his wooden branch with a green ribbon,metadata,0,0,1,unisex,casual|magic,all_season,mild,casual,fantasy|modern,city,,separates,unspecified_footwear,,green,,star_print,amulet,,metadata_only_no_generated_plate|mixed_with_identity_or_natural_appearance
existing_outfit_093,"Long, flowing silver robes with crystal buttons that catch the light, and soft grey slippers.",metadata,0,0,1,unisex,casual|historical|magic,indoor,mild,costume,fantasy|medieval|modern,castle|city|home,,robe,slippers,robe|slippers,gray,metallic_fabric,,hat|buttons|amulet,,metadata_only_no_generated_plate
existing_outfit_094,"A bright blue long-sleeved sweater, green pants, and yellow shoes.",metadata,0,0,1,unisex,casual,demi,mild,casual,modern,city,,separates,formal_shoes,sweater|pants,blue|green|yellow,wool,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_095,"Light blue short-sleeved t-shirt, pink denim shorts, white canvas sneakers with pink laces.",metadata,0,0,1,female,casual|swim|travel,summer,coastal|mild,casual,modern,beach|city|coast,swimming,separates,sneakers,shirt|shorts|sneakers,white|blue|pink,cotton|denim|canvas,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_096,"Bright blue one-piece swimsuit with a playful starfish pattern, yellow inflatable life vest.",metadata,0,0,1,female,casual|swim|travel,summer,coastal|mild,protective,modern,beach|city|coast,swimming,protective_suit|swimwear,unspecified_footwear,vest|swimwear,blue|yellow,,,life_vest,,metadata_only_no_generated_plate
existing_outfit_097,"Flowy light green sundress, wide-brimmed straw hat, comfortable brown leather sandals.",metadata,0,0,1,female,casual|swim|travel,summer,coastal|mild,casual,modern,beach|city|coast,swimming,dress,sandals,dress|sandals,green|brown,leather_like,,hat,open_toe,metadata_only_no_generated_plate
existing_outfit_098,"Navy blue one-piece swimsuit, white wide-brimmed sun hat, red inflatable life vest.",metadata,0,0,1,female,casual|exploration|swim|travel,summer,coastal|desert|hot|mild,protective,modern,beach|city|coast|desert,hiking|swimming,protective_suit|swimwear,unspecified_footwear,vest|swimwear,white|blue|red,,,hat|life_vest,,metadata_only_no_generated_plate
existing_outfit_099,"A long, heavy cloak made of shimmering metallic fabric that changes colors as it moves, and a matching round silver helmet which he holds in his hands.",metadata,0,0,1,unisex,casual,all_season,mild|space_eva,protective,modern,city,spacewalk,protective_suit|spacesuit,unspecified_footwear,,gray,metallic_fabric,,hat,helmet_or_eye_protection,metadata_only_no_generated_plate
existing_outfit_100,"A light blue short-sleeved t-shirt and comfortable denim shorts, with white sneakers.",metadata,0,0,1,female,casual,summer,mild,casual,modern,city,,separates,sneakers,shirt|shorts|sneakers,white|blue,cotton|denim,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_101,A crisp white collared shirt with rolled-up sleeves and dark grey trousers.,metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,separates,unspecified_footwear,shirt|pants,white|gray,cotton,,,,metadata_only_no_generated_plate
existing_outfit_102,"A light blue long-sleeved shirt with rolled-up sleeves, dark blue denim overalls with pockets, and bright red lace-up sneakers. She carries a small, practical fabric backpack over her shoulders.",metadata,0,0,1,female,casual|exploration|travel|work,all_season,mild,casual,modern,city,hiking|repairing,coveralls,sneakers,shirt|pants|overalls|sneakers,blue|red,cotton|denim,,pockets|backpack,closed_toe,metadata_only_no_generated_plate
existing_outfit_103,"A bright blue knitted sweater with a ribbed collar and cuffs, and comfortable green pants.",metadata,0,0,1,unisex,casual,demi,mild,casual,modern,city,,separates,unspecified_footwear,sweater|pants,blue|green,wool,,,,metadata_only_no_generated_plate
existing_outfit_104,"Natural appearance, bright, colorful green, blue, and red feathers. A small, black pirate eyepatch on its left eye.",metadata,0,0,1,unisex,casual,all_season,mild,costume,modern,city,,separates,unspecified_footwear,,black|blue|green|red,,,patch,,metadata_only_no_generated_plate|mixed_with_identity_or_natural_appearance
existing_outfit_105,"A practical, patterned apron over a simple, long-sleeved floral dress, a colorful headscarf tied neatly around her head, and sturdy, comfortable brown work shoes.",metadata,0,0,1,female,casual|protective|work,snow|winter,cold|mild,casual,modern,city,repairing,dress,formal_shoes,dress,brown,wool,floral,scarf,closed_toe|insulated|warm,metadata_only_no_generated_plate
existing_outfit_106,"Leaf-green tunic with a petal-shaped collar, thin brown belt with a tiny pouch, bare feet",metadata,0,0,1,unisex,casual|historical,all_season,mild,casual,medieval|modern,castle|city,,separates,unspecified_footwear,tunic,green|brown,,,belt|satchel,,metadata_only_no_generated_plate
existing_outfit_107,"Deep burgundy robe with gold trim, cream under-tunic sleeves visible at wrists, gold crown with small colored gems, polished leather shoes.",metadata,0,0,1,male,casual|historical,all_season,mild,costume,medieval|modern,castle|city,,robe,formal_shoes,tunic|robe,white|yellow|red|brown,leather_like,,wrist_device,closed_toe,metadata_only_no_generated_plate
existing_outfit_108,Purple panama hat; otherwise natural appearance.,metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,separates,unspecified_footwear,,purple,,,hat,,metadata_only_no_generated_plate|mixed_with_identity_or_natural_appearance|too_generic
existing_outfit_109,A bright blue knitted sweater and four small yellow rain boots on his green feet.,metadata,0,0,1,unisex,casual|protective,demi|rain,mild,casual,modern,city,,protective_suit,rain_boots,sweater|boots,blue|green|yellow|brown,wool|rubber,,,closed_toe|waterproof,metadata_only_no_generated_plate
existing_outfit_110,"A light blue long-sleeved shirt, comfortable denim shorts, and white sneakers.",metadata,0,0,1,female,casual,summer,mild,casual,modern,city|museum,investigating,separates,sneakers,shirt|shorts|sneakers,white|blue,cotton|denim,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_111,"A bright yellow waterproof jacket, dark blue cargo pants, and sturdy waterproof boots. She carries a small waterproof backpack.",metadata,0,0,1,female,casual|exploration|protective|travel,demi|rain,mild,protective,modern,city,hiking,protective_suit,boots,jacket|pants|boots,blue|yellow,waterproof_fabric,,backpack,closed_toe|waterproof,metadata_only_no_generated_plate
existing_outfit_112,"A soft, comfortable purple long-sleeved top and grey leggings.",metadata,0,0,1,female,casual|swim|travel,demi,coastal|mild|underwater,casual,modern,beach|city|coast|underwater,diving|swimming,separates,unspecified_footwear,shirt|pants,gray|purple,,,,,metadata_only_no_generated_plate
existing_outfit_113,"A light blue button-up shirt, khaki shorts, and brown deck shoes.",metadata,0,0,1,male,casual|exploration|official|swim|travel,summer,coastal|hot|mild|tropical,smart_casual,modern,beach|city|coast|harbor|jungle|ship,hiking|sailing|swimming,separates,deck_shoes,shirt|shorts|deck_shoes,blue|green|brown,cotton,,buttons,closed_toe,metadata_only_no_generated_plate
existing_outfit_114,"A dark green waterproof jacket, black cargo pants, and sturdy waterproof boots. He carries a small waterproof backpack.",metadata,0,0,1,male,casual|exploration|protective|travel,demi|rain,mild,protective,modern,city,hiking,protective_suit,boots,jacket|pants|boots,black|green,waterproof_fabric,,backpack,closed_toe|waterproof,metadata_only_no_generated_plate
existing_outfit_115,A comfortable navy blue long-sleeved top and dark grey trousers.,metadata,0,0,1,male,casual|swim|travel,all_season,coastal|mild|underwater,casual,modern,beach|city|coast|underwater,diving|swimming,separates,unspecified_footwear,shirt|pants,gray|blue,,,,,metadata_only_no_generated_plate
existing_outfit_116,"A striped t-shirt, white linen pants, and comfortable sandals.",metadata,0,0,1,female,casual,summer,mild,casual,modern,city,,separates,sandals,shirt|pants|sandals,white|brown,cotton,striped,,open_toe,metadata_only_no_generated_plate
existing_outfit_117,"A bright pink waterproof jacket, black leggings, and sturdy waterproof boots. She carries a small waterproof backpack.",metadata,0,0,1,female,casual|exploration|protective|travel,demi|rain,mild,protective,modern,city,hiking,protective_suit,boots,jacket|pants|boots,black|pink,waterproof_fabric,,backpack,closed_toe|waterproof,metadata_only_no_generated_plate
existing_outfit_118,A comfortable light green long-sleeved top and grey leggings.,metadata,0,0,1,female,casual|swim|travel,demi,coastal|mild|underwater,casual,modern,beach|city|coast|underwater,diving|swimming,separates,unspecified_footwear,shirt|pants,gray|green,,,,,metadata_only_no_generated_plate
existing_outfit_119,"A smart navy blazer over a white blouse, a knee-length grey skirt, and low-heeled black shoes.",metadata,0,0,1,female,casual|official,all_season,mild,smart_casual,modern,city|museum,investigating,skirt_set,formal_shoes,shirt|skirt,black|white|gray|blue,,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_120,"natural appearance, wearing a small brown leather-like pouch on a thin strap across his chest.",metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,separates,unspecified_footwear,,brown,leather_like,,satchel,,metadata_only_no_generated_plate|mixed_with_identity_or_natural_appearance
existing_outfit_121,"A navy blue fisherman's sweater, sturdy brown trousers, and dark leather shoes.",metadata,0,0,1,male,casual,demi,mild,casual,modern,city,,separates,formal_shoes,sweater|pants,blue|brown,wool|leather_like,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_122,"dark wool coat, scarf, sturdy boots, simple trousers, round glasses",metadata,0,0,1,unisex,casual|protective|school,snow|winter,cold|mild,casual,modern,city|school,,separates,boots,jacket|pants|boots,,wool,,scarf,closed_toe|insulated|warm,metadata_only_no_generated_plate
existing_outfit_123,Purple panama hat with a bright blue bow ribbon,metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,separates,unspecified_footwear,,blue|purple,,,hat,,metadata_only_no_generated_plate
existing_outfit_124,A bright red adult life vest over a dark blue swimsuit.,metadata,0,0,1,female,casual|swim|travel,summer,coastal|mild,protective,modern,beach|city|coast,kayaking|swimming,protective_suit|swimwear,unspecified_footwear,vest|swimwear,blue|red,,,life_vest,,metadata_only_no_generated_plate
existing_outfit_125,"light blue short-sleeve T-shirt, tan shorts, white ankle socks, gray sneakers",metadata,0,0,1,unisex,casual,summer,mild,casual,modern,city,,separates,sneakers,shirt|shorts|sneakers,white|gray|blue|brown,cotton,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_126,"Long-sleeve mustard-yellow sweater with a small stitched star patch on the chest, knee-length denim skirt, thick navy tights, brown ankle boots with rubber soles",metadata,0,0,1,female,casual,demi,mild,casual,modern,city,,skirt_set,hiking_boots,sweater|skirt|boots,blue|yellow|brown,denim|wool|rubber,star_print,patch,closed_toe,metadata_only_no_generated_plate
existing_outfit_127,"sleek dark gray short jacket with angular seams, bright neon-lime T-shirt, slim black pants, white chunky sneakers, thin metallic wristband",metadata,0,0,1,unisex,casual|swim|travel,demi,coastal|mild,casual,modern,beach|city|coast|harbor|ship,sailing|swimming,separates,sneakers,jacket|shirt|pants|sneakers,black|white|gray,cotton|metallic_fabric,,wrist_device,closed_toe,metadata_only_no_generated_plate
existing_outfit_128,"oversized teal hoodie with a front pocket, light gray shorts over dark leggings, bright orange sneakers",metadata,0,0,1,unisex,casual,demi|summer,mild,casual,modern,city,,separates,sneakers,hoodie|pants|shorts|sneakers,gray|blue|orange,,,hood|pockets,closed_toe,metadata_only_no_generated_plate
existing_outfit_129,"high-collar purple jacket, black tapered pants, dark boots, small crossbody sling bag",metadata,0,0,1,unisex,casual,demi,mild,casual,modern,city,,separates,boots,jacket|pants|boots,black|purple,,,satchel,closed_toe,metadata_only_no_generated_plate
existing_outfit_130,"long sand-colored coat with a wide belt, dark trousers, sturdy brown boots, simple gloves, shoulder strap for a lantern",metadata,0,0,1,unisex,casual|exploration|protective,snow|winter,cold|desert|hot|mild,casual,modern,city|desert,hiking,protective_suit,boots,jacket|pants|boots,brown,,,belt|gloves,closed_toe|gloves_required|insulated|warm,metadata_only_no_generated_plate
existing_outfit_131,"Mustard-yellow hoodie, denim jeans, white sneakers, small dark-blue backpack worn on both shoulders",metadata,0,0,1,unisex,casual|exploration|travel,demi,mild,casual,modern,city,hiking,separates,sneakers,hoodie|pants|sneakers,white|blue|yellow,denim,,hood|backpack,closed_toe,metadata_only_no_generated_plate
existing_outfit_132,"A royal-event organizer outfit: a deep purple long-sleeve dress with a fitted bodice, a cream apron tied at the waist, comfortable dark flats, and a simple gold bracelet.",metadata,0,0,1,female,casual,all_season,mild,casual,modern,city,,dress,unspecified_footwear,dress,white|yellow|purple,,,,,metadata_only_no_generated_plate
existing_outfit_133,"A neat work outfit: a white button-up shirt with rolled sleeves, a dark teal vest, brown trousers, sturdy black shoes, and a thin leather belt with a small pouch.",metadata,0,0,1,female,casual|official|work,all_season,mild,smart_casual,modern,city,repairing,separates,formal_shoes,shirt|vest|pants,black|white|blue|brown,cotton|leather_like,,belt|satchel|buttons,closed_toe,metadata_only_no_generated_plate
existing_outfit_134,"soft knit cardigan, simple blouse, ankle-length skirt, indoor slippers, small stud earrings",metadata,0,0,1,female,casual,demi|indoor,mild,casual,modern,city|home,,skirt_set,slippers,sweater|shirt|skirt|slippers,,wool,,,,metadata_only_no_generated_plate
existing_outfit_135,"Silver training armor over a blue tunic, brown leather boots, and a small belt pouch.",metadata,0,0,1,female,casual|historical|protective,demi|rain,mild,protective,medieval|modern,castle|city,,armor_inspired|protective_suit,boots,tunic|armor|boots,gray|blue|brown,metallic_fabric|leather_like,,belt|satchel,closed_toe|waterproof,metadata_only_no_generated_plate
existing_outfit_136,"simple squire tunic, belt, short cape, leggings, soft boots, small satchel",metadata,0,0,1,unisex,casual|exploration|historical|travel,demi,mild,casual,medieval|modern,castle|city,hiking,separates,boots,tunic|pants|boots,,canvas,,belt|satchel|hat,closed_toe,metadata_only_no_generated_plate
existing_outfit_137,"knight surcoat over light armor, gloves, tall boots, small shield strap, travel cloak",metadata,0,0,1,male,casual|historical|protective,snow|winter,cold|mild,protective,medieval|modern,castle|city,,armor_inspired|protective_suit,boots,jacket|armor|boots,,metallic_fabric,,gloves,closed_toe|gloves_required|insulated|warm,metadata_only_no_generated_plate
existing_outfit_138,"long medieval dress, fitted bodice, light shawl, flat shoes, small pouch",metadata,0,0,1,female,casual,all_season,mild|space_eva,casual,modern,city,spacewalk,dress|spacesuit,formal_shoes,dress,,,,satchel,closed_toe,metadata_only_no_generated_plate
existing_outfit_139,"traveling cloak, patched vest, linen shirt, trousers, sturdy shoes, puppet case bag, soft cap",metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,separates,formal_shoes,shirt|vest|pants,,cotton,,hat|patch,closed_toe,metadata_only_no_generated_plate
existing_outfit_140,"Bright yellow denim overalls over a striped long-sleeve shirt, sturdy brown boots, and a small tool belt.",metadata,0,0,1,female,casual|work,demi,mild,casual,modern,city,repairing,coveralls,boots,shirt|pants|overalls|boots,yellow|brown,cotton|denim,striped,belt,closed_toe,metadata_only_no_generated_plate
existing_outfit_141,A lightweight turquoise tunic with a small orange safety vest and matching shorts.,metadata,0,0,1,unisex,casual|historical,summer,mild,casual,medieval|modern,castle|city,,separates,unspecified_footwear,tunic|vest|shorts,blue|orange,,,life_vest,,metadata_only_no_generated_plate
existing_outfit_142,Natural fur appearance with tiny protective aviator goggles perched on his forehead.,metadata,0,0,1,unisex,casual|science_lab,all_season,mild,protective,modern,city|lab,experimenting,protective_suit,unspecified_footwear,,,,,goggles,helmet_or_eye_protection,metadata_only_no_generated_plate
existing_outfit_143,A flowing gown made of soft lavender fabric with a shimmering silver shawl draped over her shoulders.,metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,dress,unspecified_footwear,dress,gray|purple,metallic_fabric,,,,metadata_only_no_generated_plate
existing_outfit_144,"Long hooded cloak in muted deep green-gray, simple neck cord, dark gloves, plain travel boots",metadata,0,0,1,unisex,casual|protective,snow|winter,cold|mild,casual,modern,city,,protective_suit,boots,boots,gray|green,,,hood|gloves,closed_toe|gloves_required|insulated|warm,metadata_only_no_generated_plate
existing_outfit_145,"Sleek dark pilot jumpsuit with a high zip collar, silver piping seams, short cropped jacket panel at shoulders, narrow utility belt, black boots with glossy toe caps, single wrist comm cuff",metadata,0,0,1,unisex,casual|sci_fi|space|swim|travel|work,demi,coastal|mild|space_controlled,casual,future|modern,beach|city|coast|harbor|ship|space_station,repairing|sailing|swimming,jumpsuit,boots,jacket|pants|jumpsuit|boots,black|gray,metallic_fabric,,pockets|belt|hat|wrist_device,closed_toe,metadata_only_no_generated_plate
existing_outfit_146,"A yellow sun hat, a green explorer vest with many pockets, brown shorts, and sturdy hiking boots.",metadata,0,0,1,female,casual|exploration|historical|travel,demi|summer,desert|hot|mild,costume,medieval|modern,castle|city|desert,hiking,separates,hiking_boots,vest|shorts|boots,green|yellow|brown,,,pockets|hat,closed_toe,metadata_only_no_generated_plate
existing_outfit_147,"cream knit sweater vest over a light blue button-up shirt, dark brown trousers, soft black house shoes, thin lanyard with a small ID card",metadata,0,0,1,unisex,casual|official,demi,mild,smart_casual,modern,city,,separates,formal_shoes,sweater|shirt|vest|pants,black|white|blue|brown,cotton|wool,,buttons,closed_toe,metadata_only_no_generated_plate
existing_outfit_148,"simple tunic, short cape, belt pouch, soft boots",metadata,0,0,1,unisex,casual|historical,demi,mild,casual,medieval|modern,castle|city,,separates,boots,tunic|boots,,,,belt|satchel|hat,closed_toe,metadata_only_no_generated_plate
existing_outfit_149,"light armor, travel cloak, leather gloves, sturdy boots, small shield",metadata,0,0,1,male,casual|historical|protective,snow|winter,cold|mild,protective,medieval|modern,castle|city,,armor_inspired|protective_suit,boots,armor|boots,brown,metallic_fabric|leather_like,,gloves,closed_toe|gloves_required|insulated|warm,metadata_only_no_generated_plate
existing_outfit_150,"long dress, warm shawl, flat shoes, small satchel",metadata,0,0,1,female,casual|exploration|travel,all_season,mild,casual,modern,city,hiking,dress,formal_shoes,dress,,canvas,,satchel,closed_toe,metadata_only_no_generated_plate
existing_outfit_151,"patchwork performer coat, brimmed cap, scarf, boots, puppet case strap",metadata,0,0,1,unisex,casual|protective|work,snow|winter,cold|mild,casual,modern,city,repairing,separates,boots,jacket|boots,,wool,,scarf|hat|patch,closed_toe|insulated|warm,metadata_only_no_generated_plate
existing_outfit_152,"Faded navy parka with fur-trimmed hood, thick gray scarf, brown mittens, dark wool pants, sturdy dark boots, worn leather satchel worn crossbody.",metadata,0,0,1,unisex,casual|exploration|protective|swim|travel,snow|winter,arctic|coastal|cold|mild,casual,modern,arctic|beach|city|coast|harbor|ship,hiking|sailing|swimming,separates,boots,jacket|parka|pants|boots,gray|blue|brown,wool|canvas|leather_like,,hood|satchel|scarf,closed_toe|insulated|warm,metadata_only_no_generated_plate
existing_outfit_153,"tan safari vest with many pockets, matching shorts, and sturdy brown hiking boots",metadata,0,0,1,female,casual|exploration|historical|travel,demi|summer,desert|hot|mild|tropical,costume,medieval|modern,castle|city|desert|jungle,hiking,separates,hiking_boots,vest|shorts|boots,brown,,,pockets,closed_toe,metadata_only_no_generated_plate
existing_outfit_154,"A leather falconer's tunic, brown trousers, sturdy boots, and a thick protective glove on her left hand.",metadata,0,0,1,female,casual|historical,demi,mild,casual,medieval|modern,castle|city,,separates,boots,tunic|pants|boots,brown,leather_like,,gloves,closed_toe,metadata_only_no_generated_plate
existing_outfit_155,"A bright blue knight's tabard with a silver crest, white leggings, and soft brown leather boots.",metadata,0,0,1,male,casual|historical,demi,mild,casual,medieval|modern,castle|city,,separates,boots,pants|boots,white|gray|blue|brown,metallic_fabric|leather_like,,,closed_toe,metadata_only_no_generated_plate
existing_outfit_156,"Floral bomber jacket (quilted, pastel flower print) over a warm sweater, knitted winter beanie, insulated leggings, sturdy sneakers with thicker soles, small backpack with simple straps",metadata,0,0,1,female,casual|exploration|protective|travel,snow|winter,arctic|cold|mild,protective,modern,arctic|city,hiking,protective_suit,sneakers,jacket|sweater|pants|sneakers,,wool,floral,backpack|hat,closed_toe|insulated|warm,metadata_only_no_generated_plate
existing_outfit_157,purple panama hat with a light blue bow (worn on head); natural appearance otherwise,metadata,0,0,1,unisex,casual,all_season,mild,casual,modern,city,,separates,unspecified_footwear,,blue|purple,,,hat,,metadata_only_no_generated_plate|mixed_with_identity_or_natural_appearance
existing_outfit_158,"light beige field jacket, olive cargo pants, dark rubber-soled deck shoes, simple wristwatch",metadata,0,0,1,female,casual|exploration|swim|travel,demi,coastal|hot|mild|tropical,casual,modern,beach|city|coast|harbor|jungle|ship,hiking|sailing|swimming,separates,deck_shoes,jacket|pants|deck_shoes,green|brown,rubber,,wrist_device,closed_toe,metadata_only_no_generated_plate
existing_outfit_159,"light beige knit cardigan over a white shirt, soft gray trousers, brown house slippers, a muted plaid wool blanket draped over his shoulders",metadata,0,0,1,male,casual,demi|indoor,mild,casual,modern,city|home,,separates,slippers,sweater|shirt|pants|slippers,white|gray|brown,cotton|wool,plaid,,,metadata_only_no_generated_plate
existing_outfit_160,"warm puffy coat, knitted scarf, insulated gloves, thick leggings, winter boots, small backpack worn on both shoulders",metadata,0,0,1,female,casual|exploration|protective|travel,snow|winter,cold|mild,protective,modern,city,hiking,protective_suit,winter_boots,jacket|parka|pants|boots,,wool,,backpack|scarf|gloves,closed_toe|gloves_required|insulated|warm,metadata_only_no_generated_plate
existing_outfit_161,"A tan safari vest with many pockets, dark green cargo pants, and sturdy brown hiking boots.",metadata,0,0,1,female,casual|exploration|historical|travel,demi,desert|hot|mild|tropical,costume,medieval|modern,castle|city|desert|jungle,hiking,separates,hiking_boots,vest|pants|boots,green|brown,,,pockets,closed_toe,metadata_only_no_generated_plate
existing_outfit_162,"Forest-green hooded jacket with simple stitched seams, light beige shirt, dark brown shorts, knee-high gray socks, sturdy black lace-up shoes, small canvas crossbody satchel.",metadata,0,0,1,unisex,casual|exploration|swim|travel,demi|summer,coastal|mild,casual,modern,beach|city|coast|harbor|ship,hiking|sailing|swimming,separates,hiking_boots,jacket|shirt|shorts,black|gray|green|brown,cotton|canvas,,hood|satchel,closed_toe,metadata_only_no_generated_plate
existing_outfit_163,"Yellow hooded raincoat, blue denim trousers, and red rubber boots.",metadata,0,0,1,female,casual|protective,demi|rain,mild,casual,modern,city,,protective_suit,rain_boots,jacket|raincoat|pants|boots,blue|yellow|red,denim|waterproof_fabric|rubber,,hood,closed_toe|waterproof,metadata_only_no_generated_plate
existing_outfit_164,"A light blue summer tunic with white embroidery and short sleeves, suitable for the beach.",metadata,0,0,1,female,casual|historical|swim|travel,summer,coastal|mild,casual,medieval|modern,beach|castle|city|coast,swimming,separates,unspecified_footwear,tunic,white|blue,,embroidered,,,metadata_only_no_generated_plate
